fig_num,name,num_parts
fig-001427,Minifig from 71240-1,4
fig-001428,Minifig from 71213-1,4
fig-001429,Minifig from 71217-1,5
fig-001430,Minifig from 71222-1,5
fig-001431,Minifig from 71009-2,4
fig-001432,Minifig from 71010-1,4
fig-001433,Minifig from 71221-1,5
fig-001434,Jay in Jungle Robes (Tournament of Elements),4
fig-001435,Minifig from 71232-1,5
fig-001436,Minifig from 71010-2,5
fig-001437,Minifig from 4585-1,5
fig-001438,Minifig from 71010-3,4
fig-001439,Robot Police,5
fig-001440,Minifig from 4427-1,7
fig-001441,Minifig from comcon046-1,4
fig-001442,Minifig from 71220-1,5
fig-001443,Minifig from 6420-1,5
fig-001444,Minifig from 71010-4,5
fig-001445,Minifig from 5003082-1,4
fig-001446,Minifig from 71010-5,4
fig-001447,Minifig from 71210-1,4
fig-001448,Minifig from 71010-6,4
fig-001449,Minifig from 71212-1,4
fig-001450,"Olivia - Orange Top, Lime Skirt",4
fig-001451,Minifig from 71010-7,5
fig-001452,Minifig from 71011-7,4
fig-001453,Minifig from 3367-1,7
fig-001454,Minifig from 10657-1,4
fig-001455,Minifig from 5929-1,4
fig-001456,Minifig from 71010-8,4
fig-001457,Minifig from 5002125-1,3
fig-001458,"Andrea - Magenta Jacket, Medium Azure Skirt",4
fig-001459,Minifig from 71010-9,5
fig-001460,Minifig from 71011-4,4
fig-001461,Minidoll from 41053-1,4
fig-001462,Minifig from 71010-10,5
fig-001463,Minifig from 71011-10,5
fig-001464,Minifig from 71010-11,3
fig-001465,Minifig from 71011-3,5
fig-001466,Minifig from 71010-12,4
fig-001467,Minifig from 71010-13,4
fig-001468,"Mia - Light Aqua Top, Dark Blue Skirt",4
fig-001469,Minifig from 71010-14,4
fig-001470,Minifig from 71010-15,3
fig-001471,Minifig from 71009-3,4
fig-001472,Minifig from 71009-5,4
fig-001473,Minifig from 71009-6,4
fig-001474,Minifig from 71009-7,3
fig-001475,Minifig from 71009-8,3
fig-001476,Minifig from 71009-9,3
fig-001477,Minifig from 71009-10,3
fig-001478,Minifig from 71009-11,4
fig-001479,Minifig from 40125-1,5
fig-001480,Minifig from 71009-12,4
fig-001481,Minifig from 71009-13,3
fig-001482,Minifig from 6608-1,4
fig-001483,Minifig from 30602-1,5
fig-001484,Minifig from 71204-1,4
fig-001485,Benny the Spaceman,5
fig-001486,Minifig from 30152-1,4
fig-001487,Minifig from 71211-1,3
fig-001488,Minifig from 71216-1,6
fig-001489,Minifig from 8831-14,5
fig-001490,Zane ZX with Shoulder Armour,5
fig-001491,Special Forces Commander,4
fig-001492,Minifig from 30018-1,5
fig-001493,"Stephanie - White Top, Sand Green Trousers",4
fig-001494,"Olivia - White/Magenta Top, Medium Azure Skirt",4
fig-001495,Minidoll from 41235-1,4
fig-001496,Minifig from 75125-1,4
fig-001497,"Stephanie - White Top, Magenta Skirt",4
fig-001498,Minifig from 3442-1,4
fig-001499,Minifig from 30229-1,4
fig-001500,Emma - Sand Blue Overall,4
fig-001501,"Olivia - Lime Top, Dark Purple Skirt",4
fig-001502,"Livi - Black Top, Medium Azure Skirt",4
fig-001503,Minifig from 1792-1,5
fig-001504,Minifig from 3067-1,4
fig-001505,Minifig from 20202-1,5
fig-001506,Minidoll from 10746-1,5
fig-001507,"Mia - Magenta Top, Dark Purple Skirt",4
fig-001508,Minifig from 71017-1,4
fig-001509,Minifig from 71017-2,6
fig-001510,Minifig from 71017-3,6
fig-001511,Minifig from 71017-4,5
fig-001512,Minifig from 30091-1,4
fig-001513,Minifig from 71017-5,7
fig-001514,Minifig from 4546-1,4
fig-001515,Minifig from 71017-6,4
fig-001516,Minifig from 7256-1,6
fig-001517,Minifig from 7819-1,4
fig-001518,Minifig from 7042-1,8
fig-001519,Minifig from 75009-1,4
fig-001520,Minifig from 8362-1,5
fig-001521,Minifig from 71017-7,4
fig-001522,Minifig from 6461-1,5
fig-001523,Minifig from 71017-8,4
fig-001524,Minifig from 71017-9,4
fig-001525,Minifig from 5882-1,4
fig-001526,Minifig from 71017-10,6
fig-001527,Minifig from 71017-11,5
fig-001528,Minifig from 71017-12,3
fig-001529,Minifig from 9678-1,3
fig-001530,Minifig from 71017-14,4
fig-001531,Minifig from 71017-13,4
fig-001532,Minifig from 71017-15,3
fig-001533,Minifig from 71017-16,6
fig-001534,Minifig from 71017-17,4
fig-001535,Minifig from 4626-1,4
fig-001536,Minifig from 71017-18,6
fig-001537,Minifig from 4625-1,4
fig-001538,Minifig from 71017-19,5
fig-001539,Minifig from 71017-20,4
fig-001540,Minifig from 9092-1,4
fig-001541,Batman,6
fig-001542,"Andrea - Magenta/White Bikini, Medium Azure Skirt",4
fig-001543,Minifig from 20200-1,5
fig-001544,Minifig from 20206-1,5
fig-001545,Minifig from 6661-1,4
fig-001546,Minifig from 60146-1,5
fig-001547,Minifig from 31064-1,5
fig-001548,Minifig from 60145-1,5
fig-001549,"Emma - Lavender Top, Magenta Skirt",4
fig-001550,Minifig from 5004853-1,5
fig-001551,Minifig from 9763-1,5
fig-001552,Minifig from 75032-1,4
fig-001553,TIE Fighter Pilot with Face,4
fig-001554,Minifig from 71342-1,5
fig-001555,Minidoll from 41150-1,4
fig-001556,Minifig from 71244-1,3
fig-001557,Minifig from 71257-1,4
fig-001558,Minifig from 71248-1,4
fig-001559,Minifig from 71253-1,4
fig-001560,Minifig from 71258-1,3
fig-001561,Minifig from 60144-1,5
fig-001562,Minidoll from 41149-1,5
fig-001563,Minifig from ISBN1338112120-1,5
fig-001564,Minifig from 30354-1,4
fig-001565,Captain America with Dark Blue Suit and Mask,3
fig-001566,Minifig from 911719-1,4
fig-001567,Minifig from 70366-1,5
fig-001568,"Emma - Lavender Top, Dark Blue Skirt",4
fig-001569,"Mia - Medium Azure Top, Lime Trousers, Magenta Cap",4
fig-001570,"Olivia - Dark Pink Top, Medium Lavender Skirt",4
fig-001571,"Stephanie - Magenta Top, Sand Green Apron",4
fig-001572,Minifig from 30376-1,5
fig-001573,Minidoll from 41233-1,4
fig-001574,Minifig from 5004406-1,4
fig-001575,Minifig from 30604-1,4
fig-001576,Minifig from 30606-1,4
fig-001577,Minifig from 71340-1,5
fig-001578,Minifig from 5004932-1,8
fig-001579,Minifig from 75161-1,4
fig-001580,Minifig from 75163-1,4
fig-001581,Minifig from 75879-1,7
fig-001582,Minifig from 30351-1,5
fig-001583,Minifig from 75162-1,4
fig-001584,Minifig from 70363-1,5
fig-001585,Minifig from 30352-1,4
fig-001586,Minidoll from 41182-1,4
fig-001587,Minifig from 271712-1,6
fig-001588,Minifig from 70362-1,5
fig-001589,Minifig from 70364-1,5
fig-001590,Fireman with Orange Safety Vest,4
fig-001591,Minifig from 11912-1,4
fig-001592,Minidoll from 41183-1,5
fig-001593,Minifig from 71286-1,4
fig-001594,Minidoll from 41181-1,4
fig-001595,Minifig from 271714-1,5
fig-001596,"Emma - Lime Bikini, Dark Pink Skirt",4
fig-001597,Minifig from 40172-1,4
fig-001598,Minifig from 71018-13,4
fig-001599,Minifig from 71018-3,4
fig-001600,Minifig from 71018-4,4
fig-001601,Minifig from 71018-16,6
fig-001602,Minifig from 71018-12,4
fig-001603,Minifig from 71018-11,5
fig-001604,Minifig from 71018-6,4
fig-001605,"Naomi - Lime Top, Dark Purple Skirt",4
fig-001606,Minifig from 850355-1,4
fig-001607,Minifig from 5004408-1,4
fig-001608,Velvet - Dark Blue Wetsuit,4
fig-001609,Cole (Hands of Time),5
fig-001610,Minifig from 71018-1,4
fig-001611,Minifig from 71018-2,4
fig-001612,Minifig from 71018-5,4
fig-001613,Minifig from 71018-8,4
fig-001614,Minifig from 71018-10,5
fig-001615,Minifig from 71018-9,4
fig-001616,Minifig from 71018-14,4
fig-001617,Batgirl,8
fig-001618,Minifig from 31066-1,6
fig-001619,Minifig from 71018-7,5
fig-001620,Minifig from 5005156-1,3
fig-001621,Minifig from 60156-1,4
fig-001622,Batman in Tiger Stripes Tuxedo,4
fig-001623,Minifig from 30355-1,4
fig-001624,Minifig from 71266-1,4
fig-001625,Minifig from 71344-1,7
fig-001626,Minifig from 71348-1,4
fig-001627,Minidoll from 41186-1,4
fig-001628,Minidoll from 10738-1,4
fig-001629,"Emma - Medium Lavender Ski Vest, Light Aqua Trousers",5
fig-001630,Minidoll from 41236-1,4
fig-001631,"Stephanie - Bright Light Orange Ski Vest, Magenta Trousers",4
fig-001632,Minifig from 911726-1,5
fig-001633,Minidoll from 41326-1,7
fig-001634,Minifig from 71287-1,5
fig-001635,Minifig from 71343-1,3
fig-001636,Minifig from 71349-1,4
fig-001637,Minifig from 71019-3,6
fig-001638,Minifig from 71019-4,6
fig-001639,Minifig from 71019-6,5
fig-001640,Minifig from 71019-7,4
fig-001641,Minifig from 71019-8,4
fig-001642,Minifig from 71019-9,4
fig-001643,Minifig from 71019-10,5
fig-001644,Minifig from 71019-11,6
fig-001645,Minifig from 71019-12,5
fig-001646,Minifig from 71019-13,5
fig-001647,Minifig from 71019-14,5
fig-001648,Minifig from 71019-17,4
fig-001649,Minifig from 71019-18,4
fig-001650,Minifig from 71019-19,4
fig-001651,Minifig from 71019-20,5
fig-001652,Minifig from 71019-1,6
fig-001653,Minifig from 853663-1,5
fig-001654,Lloyd in Honor Robes and Hair (Day of the Departed),5
fig-001655,Minidoll from 30551-1,4
fig-001656,Minifig from 71019-2,4
fig-001657,Minifig from 30353-1,4
fig-001658,Minifig from 40176-1,5
fig-001659,Minifig from 40175-1,4
fig-001660,Kai in White Training Gi,5
fig-001661,Minifig from 31075-1,4
fig-001662,Minifig from 5004390-1,5
fig-001663,Minifig from 60180-1,5
fig-001664,Minifig from 60181-1,4
fig-001665,Minifig from 31076-1,4
fig-001666,Minidoll from 10748-1,4
fig-001667,"Mia - Dark Azure Plaid Top, Dark Purple Skirt",4
fig-001668,Minifig from 10750-1,4
fig-001669,"Olivia - Bright Light Yellow Vest, Dark Pink Skirt",4
fig-001670,"Emma - Light Aqua Top, Medium Lavender Skirt",4
fig-001671,"Stephanie - White/Magenta Jersey, Dark Blue Skirt",4
fig-001672,"Olivia - Magenta Top, Bright Light Yellow Skirt",4
fig-001673,"Stephanie - Azure Shirt, Dark Blue SKirt",4
fig-001674,"Mia - Lime Top, Dark Purple Skirt",4
fig-001675,Minifig from 30356-1,4
fig-001676,Minifig from 60177-1,5
fig-001677,Minifig from 60178-1,5
fig-001678,Minifig from 60185-1,4
fig-001679,Minidoll from 30552-1,4
fig-001680,Minidoll from 41151-1,6
fig-001681,Minidoll from 41155-1,5
fig-001682,Minifig from 30339-1,4
fig-001683,Minifig from 21140-1,5
fig-001684,Biker (Sons of Garmadon),5
fig-001685,Kai in Spinjitzu Masters Outfit (Sons of Garmadon),5
fig-001686,Nya in Spinjitzu Masters Outfit (Sons of Garmadon),5
fig-001687,Jay in Spinjitzu Master Outfit (Sons of Garmadon),5
fig-001688,Zane in Spinjitzu Master Outfit (Sons of Garmadon),5
fig-001689,Cole in Spinjitzu Master Outfit (Sons of Garmadon),5
fig-001690,Lloyd (LEGO Ninjago Movie),5
fig-001691,Minifig from ISBN1465449671-1,3
fig-001692,Minidoll from 41190-1,5
fig-001693,Minidoll from 41191-1,4
fig-001694,Minidoll from 41192-1,4
fig-001695,Minifig from 71020-1,5
fig-001696,Minifig from 71020-2,6
fig-001697,Minifig from 71020-3,4
fig-001698,Minifig from 71020-4,4
fig-001699,Minifig from 71020-5,4
fig-001700,Minifig from 71020-6,4
fig-001701,Minifig from 71020-7,5
fig-001702,Minifig from 71020-8,4
fig-001703,Minifig from 71020-9,5
fig-001704,Minifig from 71020-10,5
fig-001705,Minifig from 71020-11,6
fig-001706,Minifig from 71020-12,5
fig-001707,Minifig from 71020-13,5
fig-001708,Minifig from 71020-14,5
fig-001709,Minifig from 71020-15,4
fig-001710,Minifig from 71020-17,4
fig-001711,Minifig from 71020-18,3
fig-001712,Minifig from 71020-19,4
fig-001713,Minifig from 71020-20,4
fig-001714,Chewbacca with Dark Brown Fur,3
fig-001715,Minifig from 75194-1,4
fig-001716,"Green Lantern, John Stewart",4
fig-001717,Minifig from 40306-1,4
fig-001718,Minifig from 5005249-1,4
fig-001719,Lloyd Garmadon (LEGO Ninjago Movie),4
fig-001720,Cole with Shoulder Armour (Hands of Time),5
fig-001721,Giant Man (Hank Pym),3
fig-001722,Minifig from 2000425-1,4
fig-001723,Minifig from 40308-1,4
fig-001724,Minifig from 5005233-1,4
fig-001725,Minifig from 951703-1,8
fig-001726,Minifig from 75884-1,5
fig-001727,Minifig from 75885-1,5
fig-001728,Minifig from 75887-1,5
fig-001729,Minifig from 951704-1,4
fig-001730,Minifig from 951805-1,4
fig-001731,Minifig from 951702-1,5
fig-001732,Minifig from 40302-1,5
fig-001733,Minifig from 853568-1,4
fig-001734,"Lloyd in Black Training Gi, with Head Wrap",5
fig-001735,Minifig from 40298-1,4
fig-001736,Minifig from 40295-1,4
fig-001737,Minifig from 71021-1,5
fig-001738,Minifig from 71021-2,4
fig-001739,Minifig from 71021-3,4
fig-001740,Minifig from 71021-4,6
fig-001741,Minifig from 71021-5,4
fig-001742,Minifig from 71021-6,4
fig-001743,Minifig from 71021-7,6
fig-001744,Minifig from 71021-8,4
fig-001745,Minifig from 71021-9,5
fig-001746,Minifig from 71021-10,5
fig-001747,Minifig from 71021-11,4
fig-001748,Minifig from 71021-12,5
fig-001749,Minifig from 71021-13,6
fig-001750,Minifig from 71021-14,5
fig-001751,Minifig from 71021-15,6
fig-001752,Minifig from 71021-16,4
fig-001753,Minifig from 71021-17,5
fig-001754,"Olivia - Dark Pink Top, Bright Light Yellow",4
fig-001755,"Andrea - Bright Light Orange Top, Light Aqua Skirt",4
fig-001756,"Emma - Medium Lavender Dotted Top, Dark Purple Skirt",4
fig-001759,"Stephanie - White Top, Dark Blue Skirt",4
fig-001760,Minifig from 271824-1,5
fig-001761,Jay in White Training Gi,4
fig-001762,Lloyd in White Training Gi,4
fig-001763,Minifig from 891609-1,6
fig-001764,Jay in Honor Robes with Hair and Pearl Gold Shoulder Armour (Day of the Departed),5
fig-001765,Vermillion Warrior,8
fig-001766,Cole in Honor Robes with Hair (Day of the Departed),6
fig-001767,Kai in Honor Robes with Hair (Day of the Departed),5
fig-001768,Zane in Honor Robes and Hair (Day of the Departed),5
fig-001769,Stone Swordsman,5
fig-001770,Kai with Shoulder Armour (Hands of Time),5
fig-001771,Nindroid,4
fig-001772,Zane (Hands of Time),5
fig-001773,Chen,4
fig-001774,Minifig from 271716-1,5
fig-001775,Minifig from 271718-1,6
fig-001776,Robin Underwood with Short Legs and Helmet,4
fig-001777,Lance with Trans-Neon Orange Visor and Armor,6
fig-001778,"Emma - Magenta Ski Hoodie, Light Aqua Skirt",4
fig-001779,Minifig from 4000026-1,4
fig-001780,Minifig from 5002948-1,3
fig-001782,Olivia - Dark Azure/White Race Suit,5
fig-001783,Minifig from 5005376-1,6
fig-001784,Minidoll from 10762-1,4
fig-001785,Minifig from 30615-1,4
fig-001786,Minidoll from 41156-1,4
fig-001787,Minifig from 60190-1,6
fig-001788,Minifig from 60192-1,4
fig-001789,Cole (Hunted),5
fig-001790,Jay (Hunted),5
fig-001791,Kai (Hunted),5
fig-001792,Minifig from 951807-1,5
fig-001793,Sawyer,5
fig-001794,Minifig from 4043-1,3
fig-001795,Master Wu / Golden Dragon Master (Hunted),5
fig-001796,Zane (Hunted),5
fig-001797,Minifig from 271722-1,5
fig-001798,Minidoll from 10765-1,4
fig-001799,Minifig from 30360-1,4
fig-001800,Minifig from 40299-1,3
fig-001801,Minifig from 40300-1,4
fig-001802,Olivia - Dark Azure/White Race Suit,4
fig-001803,Batman with Pearl Dark Gray Armor,5
fig-001804,Batman,6
fig-001805,Harley Quinn with Rollerskates,6
fig-001806,Minifig from 951806-1,4
fig-001807,Minifig from 271825-1,5
fig-001808,Lloyd in Black Training Gi,4
fig-001809,Minifig from 891836-1,5
fig-001810,Finn,4
fig-001811,"Lloyd, Kendo Outfit no Mask",5
fig-001812,Minifig from 5005250-1,4
fig-001813,Minifig from 5005251-1,4
fig-001814,Minifig from 852998-1,4
fig-001815,Minifig from 75996-1,4
fig-001816,Minifig from 75997-1,5
fig-001817,Minifig from 911721-1,4
fig-001818,Harry Potter with Short Legs and Gryffindor Sweater,4
fig-001819,Minifig from 30614-1,4
fig-001820,Minifig from 30617-1,4
fig-001821,Minifig from 71022-1,4
fig-001822,Hermione Granger with Long Gryffindor Robe with Dark Red Lining,4
fig-001823,Minifig from 71022-3,4
fig-001824,Minifig from 71022-4,5
fig-001825,Minifig from 71022-5,5
fig-001826,Minifig from 71022-6,4
fig-001827,Minifig from 71022-7,5
fig-001828,Minifig from 71022-8,4
fig-001829,Minifig from 71022-9,3
fig-001830,Minifig from 71022-10,3
fig-001831,Minifig from 71022-11,4
fig-001832,Minifig from 71022-12,4
fig-001833,Minifig from 71022-13,6
fig-001834,Minifig from 71022-14,5
fig-001835,Minifig from 71022-15,5
fig-001836,Minifig from 71022-16,5
fig-001837,Minifig from 71022-17,4
fig-001838,Minifig from 71022-18,4
fig-001839,Minifig from 71022-19,4
fig-001840,Minifig from 71022-20,4
fig-001841,Minifig from 71022-21,4
fig-001842,Minifig from 71022-22,5
fig-001843,Minifig from 911839-1,4
fig-001844,The Joker with Long Coattails,5
fig-001845,Lloyd (The Final Battle),5
fig-001846,Minifig from 121802-1,4
fig-001847,Minifig from 951808-1,5
fig-001848,"Mia - Medium Azure Top, Dark Purple Skirt",4
fig-001849,Minifig from 271720-1,6
fig-001850,Minifig from 271826-1,5
fig-001851,Minifig from 271828-1,5
fig-001852,Minifig from 891837-1,6
fig-001853,Minifig from 891838-1,5
fig-001854,Minifig from 891839-1,5
fig-001855,Minifig from 891840-1,4
fig-001856,Minifig from 891841-1,5
fig-001857,Minifig from 5005654-1,3
fig-001858,Jay (Rebooted),6
fig-001859,Batman (Pirate),5
fig-001860,Samurai X (P.I.X.A.L),7
fig-001861,Kai (Possession),5
fig-001862,Cole with Black Hair and Shoulder Armor,5
fig-001863,Cole (Tournament of Elements) with Scabbard,6
fig-001864,Cole in Training Gi,4
fig-001865,Kai (Rebooted),5
fig-001866,Minifig from 80191974-1,5
fig-001867,Jay (Skybound),5
fig-001868,Minifig from 79801214-1,4
fig-001869,Minifig from 79801412-1,4
fig-001870,Minifig from 80791412-1,4
fig-001871,Astronaut with Blue Cap,4
fig-001872,Superman with Red Eyes on Dual Sided Head,5
fig-001873,Minifig from 14748012-1,4
fig-001874,Worker with Orange Stripes and Blue Cap,4
fig-001875,Master Wu in White Robes (The Golden Weapons),5
fig-001876,Minifig from 9781409314110-1,8
fig-001877,Minifig from 9781409308041-1,6
fig-001878,Minifig from 9781409312833-1,4
fig-001879,Minifig from 9781409314103-1,4
fig-001880,Minifig from 9780723291077-1,5
fig-001881,Minifig from 9780241198070-1,6
fig-001882,Minifig from 9780723291251-1,4
fig-001883,Minifig from 9781409312840-1,4
fig-001884,Minifig from 9780723270515-1,4
fig-001885,Minifig from 9780723270508-1,4
fig-001886,Robot Police,4
fig-001887,Rebel Trooper in Hoth Uniform,6
fig-001888,Minifig from 9781409310365-1,6
fig-001889,Death Star Trooper,4
fig-001890,Minifig from 9781912564644-1,4
fig-001891,Minifig from 9780723278085-1,6
fig-001892,Kordi,4
fig-001893,Minifig from 5005359-1,5
fig-001894,Minifig from 951809-1,4
fig-001895,Minifig from 45804-1,4
fig-001896,Dragon Hunter,5
fig-001897,Minifig from 891842-1,6
fig-001898,Batman in Yellow Lantern Outfit,5
fig-001899,Minidoll from 9781465473684-1,4
fig-001900,Minidoll from 70830-1,10
fig-001901,Minifig from 9781465436832-1,4
fig-001902,Master Wu in Gold Trimmed Outfit,5
fig-001903,Clay Turning to Stone,4
fig-001904,Minifig from 9781465454003-1,6
fig-001905,The Penguin in Prison Clothes,5
fig-001906,Zane (Rebooted),5
fig-001907,Minifig from 4250348-1,7
fig-001908,Minifig from 70832-1,4
fig-001909,Minidoll from 70834-1,10
fig-001910,Minifig from 70824-1,10
fig-001911,Minidoll from 70820-1,8
fig-001912,Minifig from 75224-1,4
fig-001913,Minifig from 75223-1,4
fig-001914,"Mia - Lime/Azure Top, Dark Purple Skirt",4
fig-001915,"Emma - White Jacket, Dark Purple Skirt",4
fig-001916,"Mia - Blue Plaid Shirt, DArk Blue Trousers",5
fig-001917,"Mia - Dark Purple Top, Olive Green Skirt, Lavender Helmet",4
fig-001918,"Stephanie - Medium Blue Jersey, Dark Blue Skirt",4
fig-001919,"Olivia - Dark Pink Top, Dark Pink Skirt",4
fig-001920,Minifig from 75890-1,5
fig-001921,Minidoll from 41158-1,4
fig-001922,Minidoll from 41159-1,4
fig-001923,Minidoll from 41160-1,4
fig-001924,Minifig from 60239-1,4
fig-001925,Minifig from 60240-1,5
fig-001926,Kai (Legacy),4
fig-001927,Jay (Legacy),4
fig-001928,Zane (Legacy),4
fig-001929,Cole (Legacy),4
fig-001930,Minifig from 891843-1,7
fig-001931,Minifig from 40359-1,4
fig-001932,Minifig from 5005747-1,3
fig-001933,Minifig from 31094-1,5
fig-001934,Minifig from 60219-1,4
fig-001935,Minifig from 850501-1,4
fig-001936,Minifig from 853317-1,4
fig-001937,Minifig from 30340-1,4
fig-001938,Minifig from 30361-1,4
fig-001939,Luke Skywalker in Tatooine Robes (Dual Sided Head),4
fig-001940,Minifig from 9780545925426-1,6
fig-001941,Minifig from 271831-1,4
fig-001942,Minifig from 271830-1,5
fig-001943,Minifig from 271829-1,5
fig-001944,Minifig from 891945-1,5
fig-001945,Minifig from 30620-1,4
fig-001946,Rex Dangervest,4
fig-001947,Minifig from 30527-1,6
fig-001948,Minifig from 271832-1,4
fig-001949,Minifig from 100STORES-1,4
fig-001950,Nya (Sons of Garmadon),5
fig-001951,Minifig from 30364-1,4
fig-001952,Minifig from 30363-1,6
fig-001953,Minifig from 30451-1,3
fig-001954,"Emma - Medium Lavender Dotted Top, Dark Purple Skirt",4
fig-001955,Minifig from 2000703-1,5
fig-001956,Minifig from 9002700-1,5
fig-001957,Minifig from 71023-1,4
fig-001958,Minifig from 71023-2,5
fig-001959,Minifig from 71023-10,4
fig-001960,Minifig from 71023-5,4
fig-001961,Minifig from 71023-4,4
fig-001962,Minifig from 71023-8,4
fig-001963,Minifig from 71023-6,4
fig-001964,Minifig from 71023-3,5
fig-001965,Minifig from 71023-14,4
fig-001966,Minifig from 71023-16,5
fig-001967,Minifig from 71023-17,5
fig-001968,Minifig from 71023-19,5
fig-001969,Minifig from 71023-18,4
fig-001970,Minifig from 71023-12,4
fig-001971,Minifig from 71023-9,4
fig-001972,Minifig from 71023-11,5
fig-001973,Minifig from 71023-15,5
fig-001974,Minifig from 71023-13,4
fig-001975,Minifig from 71023-7,5
fig-001976,Minifig from 5005379-1,4
fig-001977,Cole with Stone Armor (Rebooted),6
fig-001978,Minifig from 951901-1,5
fig-001979,Minifig from 891946-1,5
fig-001980,Batman with Light Bluish Gray Armor,5
fig-001981,Minidoll from 853875-1,4
fig-001982,Minifig from 951902-1,7
fig-001983,Minidoll from 70842-1,7
fig-001984,Minidoll from 70838-1,6
fig-001985,Cyren,4
fig-001986,Minifig from 10766-1,4
fig-001987,Minifig from 891947-1,5
fig-001988,Minifig from 853958-1,4
fig-001989,Minifig from 951903-1,4
fig-001990,Minifig from 471906-1,5
fig-001991,Robin with Red Eyemask,5
fig-001992,Minifig from 891948-1,5
fig-001993,Minifig from 71024-1,4
fig-001994,Minifig from 71024-2,4
fig-001995,Minifig from 71024-6,5
fig-001996,Minifig from 71024-3,5
fig-001997,Minifig from 71024-4,5
fig-001998,Minifig from 71024-5,5
fig-001999,Minifig from 71024-7,3
fig-002000,Minifig from 71024-8,3
fig-002001,Minifig from 71024-12,4
fig-002002,Minifig from 71024-11,6
fig-002003,Minifig from 71024-10,5
fig-002004,Minifig from 71024-9,5
fig-002005,Minifig from 71024-16,5
fig-002006,Minifig from 71024-15,4
fig-002007,Minifig from 71024-17,4
fig-002008,Minifig from 71024-18,3
fig-002009,Minifig from 71024-14,5
fig-002010,Minifig from 71024-13,3
fig-002011,Minifig from 30452-1,6
fig-002012,Minifig from 40334-1,6
fig-002013,Minifig from 40335-1,4
fig-002014,Aquaman,4
fig-002015,The Penguin,5
fig-002016,Minifig from COMCON050-1,4
fig-002017,Minifig from COMCON054-1,4
fig-002018,Minifig from 5004081-1,4
fig-002019,Harry Potter with Long Robes and Dark Red Shirt,4
fig-002020,Minifig from 5002130-1,4
fig-002021,Minifig from 951904-1,6
fig-002022,Minifig from 9004889-1,4
fig-002023,Lloyd FS in Spinjitzu Slam Outfit,4
fig-002024,Jay FS in Spinjitzu Slam Outfit,4
fig-002025,Minifig from 4383-1,14
fig-002026,Minifig from 60224-1,5
fig-002027,Minifig from 5005772-1,4
fig-002029,"Mia - Dark Purple Top, Dark Purple Skirt",4
fig-002030,"Olivia - Magenta Top, Dark Pink Skirt",4
fig-002031,"Stephanie - Medium Blue Top, Medium Azure Skirt",4
fig-002032,"Emma - Dark Blue Top, Light Aqua Trousers",7
fig-002033,"Andrea - Dark Turquoise Bikini, Dark Turquoise Skirt",4
fig-002034,Charge with Trans-Dark Blue Diving Mask,5
fig-002035,Minifig from 258175-2,4
fig-002036,Minifig from 880031-1,4
fig-002037,Minifig from 2855044-1,4
fig-002038,Minifig from 4934-1,4
fig-002039,Minifig from 891949-1,5
fig-002040,Minifig from 852841-1,4
fig-002041,Finn in Bacta Suit,4
fig-002042,Minifig from 852666-1,4
fig-002043,Minifig from 951905-1,5
fig-002044,Minifig from 30623-1,5
fig-002045,Minifig from 0241357594-1,4
fig-002046,Minifig from 211903-1,6
fig-002047,Minifig from 9002090-1,5
fig-002048,Minifig from 330081-1,4
fig-002049,"Mia - Medium Azure Top, Lime Trousers, Lavender Cap, Life Vest",5
fig-002050,Minifig from 891951-1,5
fig-002051,Minifig from 9780545477024-1,4
fig-002052,Minifig from 2000443-1,4
fig-002053,Minifig from 8020332-1,5
fig-002054,Minifig from 40356-1,4
fig-002055,Batman,5
fig-002056,Minifig from 75895-1,6
fig-002057,Rey in Crossed Robes,4
fig-002058,Minifig from 5000193818-1,4
fig-002059,Minifig from 891952-1,4
fig-002060,Hermione Granger with Short Legs and Gryffindor Sweater,4
fig-002061,Minifig from 951906-1,8
fig-002062,Minifig from 9780241295168-1,5
fig-002063,Minifig from 9788325330668-1,4
fig-002064,Minidoll from 41382-1,6
fig-002065,Minidoll from 70849-1,11
fig-002066,Minifig from 30624-1,4
fig-002067,Minifig from HOBBIT-1,4
fig-002068,Minifig from 891953-1,4
fig-002069,Minifig from 71025-16,4
fig-002070,Minifig from 71025-1,4
fig-002071,Minifig from 71025-2,5
fig-002072,Minifig from 71025-3,5
fig-002073,Minifig from 71025-4,7
fig-002074,Minifig from 71025-5,4
fig-002075,Minifig from 71025-6,4
fig-002076,Minifig from 71025-7,5
fig-002077,Minifig from 71025-8,4
fig-002078,Minifig from 71025-9,4
fig-002079,Minifig from 71025-10,4
fig-002080,Minifig from 71025-11,5
fig-002081,Minifig from 71025-12,4
fig-002082,Minifig from 71025-13,4
fig-002083,Minifig from 71025-14,5
fig-002084,Minifig from 71025-15,4
fig-002085,Master Wu with Gold Lettering on Robes,5
fig-002086,Minifig from 75255-1,3
fig-002087,Minifig from SHANGHAI-1,4
fig-002088,Pyro Whipper,3
fig-002089,Minifig from 911951-1,4
fig-002090,Minifig from 41164-1,5
fig-002091,Minidoll from 41165-1,5
fig-002092,Minidoll from 41166-1,6
fig-002093,Minidoll from 41168-1,5
fig-002094,The Joker,4
fig-002095,Minifig from 951909-1,5
fig-002096,Minifig from 791901-1,4
fig-002097,Minifig from 891955-1,4
fig-002098,Minidoll from 30553-1,4
fig-002099,Space Police III,5
